TIME,IR_TEMP,K_TEMP,RAMP_TEMP,RAMP_SETPOINT
1620711336.3542972,23.6,30.0,29.175868564181858,29.099998474121094
1620711346.622875,23.5,29.8,29.135631985134548,29.099998474121094
1620711356.7923987,23.5,29.8,29.095357259114582,29.099998474121094
1620711366.9610183,23.6,29.8,28.964894612630207,29.099998474121094
1620711377.2291298,23.5,29.8,29.005618625217014,29.099998474121094
1620711387.3992994,23.5,29.8,29.007008870442707,29.099998474121094
1620711397.6675768,23.5,29.9,29.00658501519097,29.099998474121094
1620711407.8362586,23.6,29.8,29.097328186035156,29.099998474121094
1620711418.005919,23.5,29.8,29.04180738661024,29.099998474121094
1620711428.2742083,23.5,29.8,29.12855784098307,29.099998474121094
1620711438.442747,23.5,29.8,29.189639621310764,29.099998474121094
1620711448.7123952,23.5,29.7,29.230613708496094,29.099998474121094
1620711458.881265,23.5,29.8,29.304593404134113,40.0
1620711469.0887573,23.6,29.7,29.415685865614147,40.0
1620711479.258744,23.5,30.2,29.645097520616318,40.0
1620711489.4274747,23.5,29.7,30.387823316786022,40.0
1620711499.6958313,23.5,29.7,31.556994120279946,40.0
1620711509.8650017,23.5,30.2,33.305392795138886,40.0
1620711520.1332521,23.5,29.8,35.56719038221571,40.0
1620711530.3017108,23.6,29.9,37.84333970811632,40.0
1620711540.471145,23.5,30.2,40.41956583658854,40.0
1620711550.739109,23.5,29.7,42.98619588216146,40.0
1620711560.9075918,23.5,29.9,45.36237080891927,40.0
1620711571.1768026,23.5,29.8,47.38185458713107,40.0
1620711581.3451796,23.5,29.8,48.91185336642795,40.0
1620711591.7523832,23.5,30.0,49.848929511176216,40.0
1620711602.0203516,23.5,29.9,50.204404195149735,40.0
1620711612.1887102,23.5,29.8,50.05443996853298,40.0
1620711622.4581158,23.6,29.8,49.62217542860243,40.0
1620711632.6264257,23.5,29.8,48.965534634060326,40.0
1620711643.0336106,23.5,29.8,48.22204165988498,40.0
1620711653.3016586,23.5,30.0,47.37031724717882,40.0
1620711663.4701037,23.5,29.8,46.481619940863716,40.0
1620711673.7391467,23.5,30.0,45.63596513536241,40.0
1620711683.9074924,23.5,29.8,44.79264153374566,40.0
1620711694.3146725,23.5,30.0,44.0269046359592,40.0
1620711704.582578,23.5,29.8,43.23586781819662,40.0
1620711714.750999,23.5,29.9,42.920070224338104,40.0
1620711725.0201585,23.5,30.0,41.985672844780815,40.0
1620711735.188569,23.5,30.0,41.411471896701386,40.0
1620711745.5957792,23.5,30.1,40.81621381971571,40.0
1620711755.863804,23.5,29.8,40.28031667073568,40.0
1620711766.031827,23.5,30.0,39.940130445692276,40.0
1620711776.301388,23.5,30.0,39.61799197726779,40.0
1620711786.4697099,23.5,29.8,39.16772206624349,40.0
1620711796.8768747,23.5,30.0,38.92160203721788,40.0
1620711807.1450562,23.5,29.8,38.642120361328125,40.0
1620711817.3133824,23.5,29.8,38.41332753499349,40.0
1620711827.5829632,23.5,30.1,38.302764892578125,40.0
1620711837.7513711,23.6,30.0,38.4075927734375,40.0
1620711848.1586242,23.4,29.9,38.32205030653212,40.0
1620711858.4266129,23.5,29.8,38.37999131944444,40.0
1620711868.5949757,23.5,30.0,38.585662841796875,40.0
1620711878.8643312,23.5,30.0,38.778182135687935,40.0
1620711889.0327682,23.5,30.1,39.04007381863064,40.0
1620711899.4402423,23.5,30.2,39.46352216932509,40.0
1620711909.7082243,23.5,29.9,39.94669172498915,40.0
1620711919.876622,23.5,30.1,40.31161414252387,40.0
1620711930.1460142,23.5,30.1,40.73273128933376,40.0
1620711940.314369,23.5,30.2,41.20921664767795,40.0
1620711950.721772,23.5,30.0,41.491576300727,40.0
1620711960.99034,23.5,30.1,41.967527601453995,40.0
1620711971.1596158,23.5,30.0,42.20258500840929,40.0
1620711981.429167,23.5,30.0,42.3900392320421,40.0
1620711991.5983903,23.5,30.2,42.552693684895836,40.0
1620712002.0064285,23.5,30.1,42.60302225748698,40.0
1620712012.2752433,23.5,30.2,42.56882137722439,40.0
1620712022.4444075,23.5,30.0,42.39894019232856,40.0
1620712032.7142305,23.5,30.1,42.58917490641276,40.0
1620712042.8835301,23.5,30.1,41.957906087239586,40.0
1620712053.091589,23.6,30.1,41.63865407307943,40.0
1620712063.2621675,23.5,30.2,41.30497402615017,40.0
1620712073.4319305,23.6,30.2,40.88711632622613,40.0
1620712083.7008333,23.5,30.2,40.577799479166664,40.0
1620712093.8712778,23.6,30.3,40.16810099283854,40.0
1620712104.1402307,23.5,30.2,39.80472988552517,40.0
1620712114.3096595,23.6,30.3,39.51032426622179,40.0
1620712124.4806159,23.6,30.3,39.2137951321072,40.0
1620712134.7490478,23.5,30.2,38.95189921061198,40.0
1620712144.91648,23.5,30.3,38.69515736897787,40.0
1620712155.1842074,23.5,30.3,38.57562594943576,40.0
1620712165.351379,23.6,30.2,38.43064202202691,40.0
1620712175.7572877,23.5,30.3,38.13733842637804,40.0
1620712186.0237985,23.5,30.3,38.379266526963974,40.0
1620712196.1909056,23.6,30.2,38.29209221733941,40.0
1620712206.4591446,23.6,30.5,38.47052680121528,40.0
1620712216.6266525,23.6,30.2,38.61250135633681,40.0
1620712227.032718,23.5,30.3,38.82228003607856,40.0
1620712237.2992682,23.5,30.5,39.0391116672092,40.0
1620712247.4665787,23.6,30.5,39.315435621473526,40.0
1620712257.7346272,23.6,30.3,39.59364149305556,40.0
1620712267.9016285,23.5,30.3,39.59366268581814,40.0
1620712278.3078265,23.5,30.3,40.252223544650604,40.0
1620712288.5745258,23.6,30.5,40.66605038113064,40.0
1620712298.7419605,23.5,30.5,40.901027255588104,40.0
1620712309.0097942,23.5,30.5,41.1883544921875,40.0
1620712319.1772275,23.5,30.5,41.419779459635414,40.0
1620712329.58327,23.5,30.5,41.64504157172309,40.0
1620712339.8497992,23.5,30.5,41.92873213026259,40.0
1620712350.0170474,23.5,30.6,41.931143866644966,40.0
1620712360.2849035,23.5,30.5,41.977903578016495,40.0
1620712370.4523063,23.6,30.5,41.84852176242404,40.0
1620712380.8582861,23.5,30.5,41.715240478515625,40.0
1620712391.1253722,23.5,30.6,41.451165941026474,40.0
1620712401.2928293,23.5,30.5,41.18048773871528,40.0
1620712411.561501,23.6,30.5,40.956522623697914,40.0
1620712421.729421,23.5,30.5,40.591727362738716,40.0
1620712432.136117,23.5,30.7,40.31867980957031,40.0
1620712442.4033346,23.5,30.5,39.95285881890191,40.0
1620712452.5716245,23.5,30.5,39.73104688856337,40.0
1620712462.8403242,23.5,30.5,39.608302646213104,40.0
1620712473.0082278,23.6,30.7,39.175003899468315,40.0
1620712483.4147854,23.5,30.5,38.937738206651474,40.0
1620712493.6821227,23.6,30.5,38.71509552001953,40.0
1620712503.850006,23.5,31.0,38.59866248236762,40.0
1620712514.1186738,23.6,30.5,38.609915839301216,40.0
1620712524.2863996,23.5,31.0,38.556878831651474,40.0
1620712534.6934066,23.6,31.0,38.49676767985026,40.0
1620712544.9609969,23.5,30.6,38.55193667941623,40.0
1620712555.1289537,23.5,30.8,38.639869689941406,40.0
1620712565.3977654,23.5,30.7,38.942014906141495,40.0
1620712575.5655982,23.5,31.0,38.95178900824653,40.0
1620712585.972419,23.5,31.0,39.18341742621528,40.0
1620712596.2399197,23.5,30.7,39.51399485270182,40.0
1620712606.407865,23.6,31.0,39.71159193250868,40.0
1620712616.6766407,23.5,30.8,39.928741455078125,40.0
1620712626.8449602,23.6,30.8,40.333569844563804,40.0
1620712637.251601,23.5,30.8,40.47377692328559,40.0
1620712647.4584084,23.5,31.0,40.79617818196615,40.0
1620712657.6259928,23.5,31.0,41.1054695977105,40.0
1620712667.8946548,23.5,31.0,41.22366163465712,40.0
1620712678.0633225,23.6,31.0,41.4020750257704,40.0
1620712688.3306913,23.6,31.0,41.59367879231771,40.0
1620712698.500051,23.6,30.9,41.63428412543403,40.0
1620712708.6679583,23.5,30.9,41.63897196451823,40.0
1620712718.9356709,23.5,31.0,41.67289310031467,40.0
1620712729.1047328,23.5,31.0,41.63010491265191,40.0
1620712739.372625,23.5,31.1,41.543049282497826,40.0
1620712749.54041,23.5,31.1,41.39823489718967,40.0
1620712759.7096996,23.5,31.2,41.16159227159288,40.0
1620712769.9775882,23.6,31.0,40.98403082953559,40.0
1620712780.1462898,23.5,31.0,40.75655195448134,40.0
1620712790.415424,23.5,31.0,40.51687876383463,40.0
1620712800.5836694,23.5,31.3,40.29385460747613,40.0
