TIME,IR_TEMP,K_TEMP,RAMP_TEMP,RAMP_SETPOINT
1621195226.9049995,23.4,32.0,30.25132073296441,29.099998474121094
1621195237.1747403,23.4,32.1,30.576400756835938,29.099998474121094
1621195247.34497,23.4,32.0,30.544696384006077,29.099998474121094
1621195257.5161705,23.4,32.1,30.279956393771702,29.099998474121094
1621195267.7858171,23.4,32.1,30.29186248779297,29.099998474121094
1621195277.9564626,23.4,32.0,30.570140414767796,29.099998474121094
1621195288.2278228,23.4,32.0,30.2977540757921,29.099998474121094
1621195298.398598,23.4,32.1,30.311906602647568,29.099998474121094
1621195308.8081362,23.4,32.1,30.452745225694443,29.099998474121094
1621195319.0786617,23.4,32.1,30.484191046820747,29.099998474121094
1621195329.2497203,23.4,32.0,30.496436225043404,29.099998474121094
1621195339.521211,23.4,32.1,30.429047478569878,29.099998474121094
1621195349.691939,23.4,32.1,30.503205193413628,29.099998474121094
1621195360.1017416,23.5,32.1,30.541703965928818,27.099999321831596
1621195370.3723094,23.4,32.0,30.30267079671224,27.099999321831596
1621195380.5434525,23.4,32.0,30.573755900065102,27.099999321831596
1621195390.8156905,23.4,32.0,30.36446041531033,27.099999321831596
1621195400.9868042,23.4,32.1,30.29933081732856,26.599998474121094
1621195411.396841,23.4,32.0,30.24431440565321,26.599998474121094
1621195421.6675508,23.4,32.1,30.29521942138672,26.599998474121094
1621195431.7781518,23.4,32.0,30.475997924804688,26.599998474121094
1621195442.0497792,23.4,32.0,30.291637844509548,26.599998474121094
1621195452.220949,23.4,32.0,30.40519290500217,26.599998474121094
1621195462.491589,23.4,32.1,30.356886121961804,26.599998474121094
1621195472.664201,23.4,32.0,30.49283769395616,26.599998474121094
1621195482.8354092,23.4,32.0,30.331107245551216,26.599998474121094
1621195493.1059866,23.4,32.1,30.428551567925346,26.599998474121094
1621195503.278498,23.4,32.1,30.542577107747395,26.599998474121094
1621195513.5491116,23.5,32.0,30.333769056532116,26.599998474121094
1621195523.7204802,23.5,32.1,30.514611138237846,26.599998474121094
1621195533.8931575,23.4,32.1,30.243314107259113,26.599998474121094
1621195544.163369,23.4,32.0,30.246319240993923,26.599998474121094
1621195554.334992,23.4,32.0,30.51540798611111,26.599998474121094
1621195564.6067097,23.4,32.0,30.515013800726997,26.599998474121094
1621195574.7778413,23.4,32.0,30.337600708007812,26.599998474121094
1621195585.1875575,23.4,32.0,30.342564053005642,26.599998474121094
1621195595.4580348,23.4,32.0,30.526750352647568,26.599998474121094
1621195605.629069,23.4,32.0,30.538631015353733,26.599998474121094
1621195615.9004729,23.4,32.1,30.492723253038193,26.599998474121094
1621195626.0715916,23.5,32.1,30.42949676513672,26.599998474121094
1621195636.4813561,23.4,31.9,30.419002109103733,26.599998474121094
1621195646.7514648,23.4,32.1,30.279630025227863,26.599998474121094
1621195656.9225907,23.4,32.0,30.5656984117296,26.599998474121094
1621195667.1939824,23.4,32.0,30.199805365668404,26.599998474121094
1621195677.3650525,23.4,32.0,30.47618865966797,26.599998474121094
1621195687.7747169,23.4,32.0,30.29725392659505,26.599998474121094
1621195698.0450459,23.5,31.9,30.284135606553818,26.599998474121094
1621195708.2161386,23.5,32.0,30.547027587890625,26.599998474121094
1621195718.4875276,23.5,32.0,30.282194349500866,26.599998474121094
1621195728.6580784,23.4,32.0,30.27774386935764,26.599998474121094
1621195739.0679457,23.4,32.1,30.47854953342014,26.599998474121094
1621195749.3381834,23.4,32.0,30.28283437093099,26.599998474121094
1621195759.5091414,23.4,32.0,30.29996660020616,26.599998474121094
1621195769.7806404,23.4,32.0,30.278422037760414,26.599998474121094
1621195779.951743,23.4,31.9,30.46872880723741,26.599998474121094
1621195790.361409,23.4,32.0,30.505010816786022,26.599998474121094
1621195800.6316242,23.4,32.0,30.502166748046875,26.599998474121094
1621195810.8026352,23.4,32.0,30.444713168674046,26.599998474121094
1621195821.0740426,23.4,32.0,30.30207316080729,26.599998474121094
1621195831.244908,23.4,32.0,30.509084065755207,26.599998474121094
1621195841.6548429,23.4,32.0,30.2550294664171,26.599998474121094
1621195851.9250522,23.4,32.0,30.24807400173611,26.599998474121094
1621195862.0959287,23.4,32.0,30.301746792263454,26.599998474121094
1621195872.367302,23.4,32.0,30.497364468044704,26.599998474121094
1621195882.5382802,23.4,32.0,30.47499338785807,26.599998474121094
1621195892.947761,23.4,32.0,30.465901692708332,26.599998474121094
1621195903.2179844,23.4,32.0,30.231785244411892,26.599998474121094
1621195913.389091,23.4,32.0,30.41328854031033,26.599998474121094
1621195923.6610696,23.4,31.9,30.42847951253255,26.599998474121094
1621195933.8318832,23.4,32.0,30.162501864963108,26.599998474121094
1621195944.241968,23.4,32.0,30.499530368381077,26.599998474121094
1621195954.5126493,23.5,32.0,30.33861372205946,26.599998474121094
1621195964.6838102,23.4,31.9,30.260187784830727,26.599998474121094
1621195974.955854,23.4,32.0,30.26283688015408,26.599998474121094
1621195985.1269958,23.4,32.0,30.209130181206596,26.599998474121094
1621195995.537147,23.4,31.9,30.222129821777344,26.599998474121094
1621196005.8077188,23.4,32.0,30.248468187120224,26.599998474121094
1621196015.9792304,23.4,31.9,30.208426581488716,26.599998474121094
1621196026.1902514,23.4,31.9,30.371415879991318,26.599998474121094
1621196036.3616443,23.4,31.9,30.218031141493054,26.599998474121094
1621196046.6324685,23.4,31.9,30.130140516493054,26.599998474121094
1621196056.80481,23.4,32.0,30.238617791069878,26.599998474121094
1621196066.9761214,23.4,31.9,30.404908921983505,26.599998474121094
1621196077.2468703,23.4,31.9,30.37428538004557,26.599998474121094
1621196087.4196403,23.5,31.9,30.292523701985676,26.599998474121094
1621196097.6904128,23.4,31.9,30.343199835883247,26.599998474121094
1621196107.8620217,23.5,31.9,30.500335693359375,26.599998474121094
1621196118.0345483,23.4,31.9,30.316149393717446,26.599998474121094
1621196128.3052619,23.4,31.9,30.20412868923611,26.599998474121094
1621196138.4765017,23.4,31.9,30.216666327582466,26.599998474121094
1621196148.74838,23.4,31.9,30.240813361273872,26.599998474121094
1621196158.9195583,23.4,31.9,30.391752454969616,26.599998474121094
1621196169.329768,23.4,31.9,30.26123046875,26.599998474121094
1621196179.6007133,23.4,31.9,30.192875332302517,26.599998474121094
1621196189.7715821,23.4,31.9,30.441580878363716,26.599998474121094
1621196200.0434031,23.4,31.9,30.106798807779946,26.599998474121094
1621196210.2143314,23.5,31.9,30.352643330891926,26.599998474121094
1621196220.6243362,23.4,31.9,30.187793307834202,26.599998474121094
1621196230.8947031,23.4,31.9,30.358801947699654,26.599998474121094
1621196241.065539,23.4,31.9,30.130348205566406,26.599998474121094
1621196251.336952,23.4,31.9,30.364985995822483,26.599998474121094
1621196261.507892,23.4,31.9,30.161382887098522,26.599998474121094
1621196271.9174905,23.4,31.9,30.314593844943577,26.599998474121094
1621196282.1875906,23.4,31.9,30.335803561740452,26.599998474121094
1621196292.3586183,23.4,31.9,30.252842373318142,26.599998474121094
1621196302.6299832,23.4,31.9,30.47178056504991,26.599998474121094
1621196312.80075,23.4,31.9,30.421553717719185,26.599998474121094
1621196323.2106113,23.4,31.9,30.3933842976888,26.599998474121094
1621196333.4806943,23.4,31.9,30.30115763346354,26.599998474121094
1621196343.6514082,23.4,31.9,30.33349355061849,26.599998474121094
1621196353.9226947,23.4,31.9,30.265252855088974,26.599998474121094
1621196364.093487,23.4,31.9,30.21198272705078,26.599998474121094
1621196374.502769,23.4,31.9,30.18235100640191,26.599998474121094
1621196384.7728634,23.4,31.9,30.41563245985243,26.599998474121094
1621196394.9433672,23.4,31.9,30.27677747938368,26.599998474121094
1621196405.214855,23.4,31.9,30.352935791015625,26.599998474121094
1621196415.3856196,23.4,31.9,30.152147081163193,26.599998474121094
1621196425.7952187,23.4,31.9,30.33974117702908,26.599998474121094
1621196436.0654376,23.4,31.9,30.12601640489366,26.599998474121094
1621196446.236117,23.4,31.9,30.261010064019096,26.599998474121094
1621196456.5076594,23.4,31.9,30.220976935492622,26.599998474121094
1621196466.6783252,23.4,31.9,30.18120659722222,26.599998474121094
1621196477.088111,23.4,31.9,30.140274895562065,26.599998474121094
1621196487.3577142,23.4,31.9,30.156563652886284,26.599998474121094
1621196497.528409,23.4,31.9,30.300030178493923,26.599998474121094
1621196507.7993953,23.4,31.9,30.148417154947914,26.599998474121094
1621196517.9702003,23.4,31.9,30.369411044650608,26.599998474121094
1621196528.3798988,23.4,31.8,30.37595960828993,26.599998474121094
1621196538.6495519,23.4,31.9,30.42758517795139,26.599998474121094
1621196548.820146,23.4,31.9,30.147705078125,26.599998474121094
