TIME,IR_TEMP,K_TEMP,RAMP_TEMP,RAMP_SETPOINT
1621023444.9691513,23.1,79.9,83.02596198187933,82.90003458658855
1621023455.0464897,23.2,79.9,82.67991807725694,82.90003458658855
1621023465.1252098,23.1,79.9,82.9606713189019,82.90003458658855
1621023475.2400668,23.2,79.9,83.01614549424913,82.90003458658855
1621023485.3177817,23.0,79.9,83.01664564344618,82.90003458658855
1621023495.4922898,23.0,79.8,82.73486667209201,82.90003458658855
1621023505.5700147,23.0,79.8,83.00597296820746,82.90003458658855
1621023515.7437503,23.2,79.9,83.05441114637587,82.90003458658855
1621023525.8225791,23.1,79.8,83.03215026855469,82.90003458658855
1621023535.8999288,22.9,79.9,82.85664876302083,82.90003458658855
1621023546.0734193,23.2,79.9,83.04785834418402,82.90003458658855
1621023556.152239,22.8,79.8,83.07774013943143,82.90003458658855
1621023566.3257458,23.0,79.9,82.99792819552951,82.90003458658855
1621023576.4032104,23.1,79.9,82.93426513671875,82.90003458658855
1621023586.4820077,22.8,79.9,82.80127631293402,82.90003458658855
1621023596.655316,22.9,79.8,82.8215111626519,82.90003458658855
1621023606.7328432,23.0,79.9,82.97158135308159,82.90003458658855
1621023616.9075484,23.2,79.8,82.86760965983073,82.90003458658855
1621023626.984876,23.0,79.8,82.79402838812933,82.90003458658855
1621023637.298996,23.1,79.9,82.86905076768663,82.90003458658855
1621023647.4725196,23.0,79.9,82.69906785753038,82.90003458658855
1621023657.5497358,22.9,79.9,82.96026441786024,82.90003458658855
1621023667.7246044,23.2,79.8,82.96540154351128,82.90003458658855
1621023677.8021455,23.1,79.8,82.91533576117621,82.90003458658855
1621023688.116067,23.1,79.9,82.84805297851562,82.90003458658855
1621023698.2897851,23.1,79.8,82.93816460503471,82.90003458658855
1621023708.3673468,23.2,79.8,82.6888190375434,82.90003458658855
1621023718.5421,23.0,79.8,82.7156999376085,82.90003458658855
1621023728.6196258,23.1,79.9,82.82972547743056,82.90003458658855
1621023738.9334695,23.2,79.8,82.81309339735243,82.90003458658855
1621023749.1067383,23.1,79.8,83.01363627115886,82.90003458658855
1621023759.184177,23.1,79.9,82.98022800021701,82.90003458658855
1621023769.358707,22.9,79.9,82.96559651692708,82.90003458658855
1621023779.4360986,23.2,79.8,82.88724263509114,82.90003458658855
1621023789.7499304,23.1,79.9,82.98274570041232,82.90003458658855
1621023799.922975,23.2,79.9,82.73366292317708,82.90003458658855
1621023810.0001519,23.1,79.9,82.79566446940105,82.90003458658855
1621023820.1744654,23.2,79.9,82.78494093153212,82.90003458658855
1621023830.2513127,23.2,79.9,82.84955342610677,82.90003458658855
1621023840.5648074,23.2,79.9,83.04466247558594,82.90003458658855
1621023850.7377064,23.1,79.9,82.76310390896268,82.90003458658855
1621023860.814698,23.2,79.9,82.87907070583768,82.90003458658855
1621023870.9890084,23.1,79.9,82.93122185601128,82.90003458658855
1621023881.066064,23.2,79.9,82.76343451605902,82.90003458658855
1621023891.3798995,23.2,79.9,82.9168192545573,82.90003458658855
1621023901.55309,23.2,79.9,82.88614061143663,82.90003458658855
1621023911.6300359,23.1,79.9,82.8420172797309,82.90003458658855
1621023921.8045926,23.1,79.9,82.91282653808594,82.90003458658855
1621023931.8816915,23.2,79.9,83.00523546006944,82.90003458658855
1621023942.195062,23.2,79.8,82.97606574164496,82.90003458658855
1621023952.3680086,23.2,79.8,82.86744859483507,82.90003458658855
1621023962.4451652,23.2,79.8,82.81172858344183,82.90003458658855
1621023972.6192665,23.2,79.9,83.04430643717448,82.90003458658855
1621023982.6964667,23.1,79.9,83.08145311143663,82.90003458658855
1621023993.0102818,23.2,79.9,82.7880859375,82.90003458658855
1621024003.1833594,23.2,79.9,82.99836052788628,82.90003458658855
1621024013.2606483,23.2,79.9,82.91614956325955,82.90003458658855
1621024023.4349554,23.2,79.9,82.77946472167969,82.90003458658855
1621024033.5122864,23.1,79.9,83.0204349093967,82.90003458658855
1621024043.825988,23.2,79.9,82.87972344292534,82.90003458658855
1621024053.9990835,23.2,79.9,82.96713087293837,82.90003458658855
1621024064.252869,22.9,79.9,82.85060458713107,82.90003458658855
1621024074.4274657,23.2,80.0,82.80703226725261,82.90003458658855
1621024084.5043912,23.1,80.0,82.74866739908855,82.90003458658855
1621024094.818402,23.2,79.8,82.78680589463976,82.90003458658855
1621024104.9918232,23.1,79.9,83.05097791883681,82.90003458658855
1621024115.0690048,23.2,79.9,82.97891404893663,82.90003458658855
1621024125.2432573,23.2,79.9,83.05843777126736,82.90003458658855
1621024135.3203797,23.2,79.9,82.75937398274739,82.90003458658855
1621024145.6339753,22.9,79.9,82.82947116427951,82.90003458658855
1621024155.8070233,23.2,79.9,82.81816270616319,82.90003458658855
1621024165.8842902,23.2,80.0,83.06372748480902,82.90003458658855
1621024176.0582416,23.2,80.0,82.7496337890625,82.90003458658855
1621024186.1353602,23.2,79.9,83.05978563096788,82.90003458658855
1621024196.4489512,23.2,79.8,83.08200412326389,82.90003458658855
1621024206.6221044,23.1,79.9,82.97585381401909,82.90003458658855
1621024216.6988468,23.2,79.9,82.98973083496094,82.90003458658855
1621024226.8732324,23.2,79.8,82.7673848470052,82.90003458658855
1621024236.950265,23.2,79.9,82.7834235297309,82.90003458658855
1621024247.2637897,23.2,79.9,82.75228712293837,82.90003458658855
1621024257.4370174,23.2,79.9,82.70377265082465,82.90003458658855
1621024267.5140178,23.2,79.9,83.00721062554253,82.90003458658855
1621024277.6881247,23.2,79.9,82.74529351128471,82.90003458658855
1621024287.7650847,23.1,79.9,82.9008060031467,82.90003458658855
1621024298.0783086,23.2,79.8,83.05258009168837,82.90003458658855
1621024308.251543,23.1,79.9,82.82792833116319,82.90003458658855
1621024318.328214,23.2,79.9,82.8883785671658,82.90003458658855
1621024328.5022466,23.2,79.8,82.82491048177083,82.90003458658855
1621024338.5793903,23.2,79.9,82.99609714084201,82.90003458658855
1621024348.8926811,23.2,79.8,83.01976521809895,82.90003458658855
1621024359.065371,23.2,79.9,82.80690511067708,82.90003458658855
1621024369.1422303,23.2,79.8,82.90112813313802,82.90003458658855
1621024379.316135,23.2,79.9,82.89992438422308,82.90003458658855
1621024389.3931806,23.2,79.9,82.92042202419705,82.90003458658855
1621024399.7062554,23.2,79.9,82.74293687608507,82.90003458658855
1621024409.8789437,23.2,79.9,82.71122402615018,82.90003458658855
1621024419.9559326,23.2,79.9,82.83498128255208,82.90003458658855
1621024430.1299503,23.2,79.9,82.80698988172743,82.90003458658855
1621024440.2068648,23.2,79.9,83.04417080349393,82.90003458658855
1621024450.520258,23.2,79.9,82.84918043348524,82.90003458658855
1621024460.6930966,23.2,79.9,83.01333957248264,82.90003458658855
1621024470.7696962,23.2,79.9,82.87143283420139,82.90003458658855
1621024480.943708,23.2,79.9,82.80351426866319,82.90003458658855
1621024491.0205386,23.2,79.9,82.99671596950955,82.90003458658855
1621024501.3338568,23.0,79.9,82.94828626844618,82.90003458658855
1621024511.5067625,23.2,79.9,82.98612806532118,82.90003458658855
1621024521.5835469,23.2,79.9,82.78021070692274,82.90003458658855
1621024531.757731,23.2,79.9,82.85580952962239,82.90003458658855
1621024541.8376584,23.2,79.9,82.76498582628038,82.90003458658855
1621024552.1544204,23.2,79.9,82.79740227593315,82.90003458658855
1621024562.3328032,23.2,79.9,83.03572760687933,82.90003458658855
1621024572.4150686,23.2,79.9,83.05252075195312,82.90003458658855
1621024582.5946393,23.2,79.9,83.02233378092448,82.90003458658855
1621024592.6770072,23.2,79.9,82.76839362250433,82.90003458658855
1621024602.9960115,23.2,80.0,82.89449055989583,82.90003458658855
1621024613.174408,23.2,79.9,82.9497782389323,82.90003458658855
1621024623.2566588,23.2,79.9,82.81079610188802,82.90003458658855
1621024633.4362571,23.2,79.9,82.86749098036024,82.90003458658855
1621024643.518426,23.2,79.9,83.01347520616319,82.90003458658855
1621024653.6382976,23.2,79.9,82.95900980631511,82.90003458658855
1621024663.7220154,23.2,79.9,82.77857462565105,82.90003458658855
1621024673.804199,23.2,80.0,82.98795912000868,82.90003458658855
1621024683.9828372,23.2,79.9,83.0253685845269,82.90003458658855
1621024694.066354,23.2,79.8,82.80071682400174,82.90003458658855
1621024704.2446332,23.2,79.9,82.96073065863715,82.90003458658855
1621024714.32696,23.2,79.8,82.80345492892795,82.90003458658855
1621024724.4102247,23.2,79.8,82.84733242458768,82.90003458658855
1621024734.5886133,23.2,79.9,83.04144965277777,82.90003458658855
1621024744.670908,23.2,79.8,82.97371758355034,82.90003458658855
1621024754.8493602,23.2,79.8,82.94303894042969,82.90003458658855
1621024764.9304302,23.2,79.9,83.01704406738281,82.90003458658855
1621024775.2481124,23.2,79.8,82.78875562879774,82.90003458658855
1621024785.4250216,23.2,79.9,83.08287726508246,82.90003458658855
1621024795.5061653,23.2,79.9,82.79898749457465,82.90003458658855
1621024805.6847997,23.2,79.8,82.83567640516493,82.90003458658855
1621024815.7659228,23.2,79.9,83.00270080566406,82.90003458658855
1621024826.0838704,23.1,79.8,82.9801517062717,82.90003458658855
1621024836.261137,23.2,79.9,82.87262810601128,82.90003458658855
1621024846.3422866,23.1,79.9,82.7774641248915,82.90003458658855
1621024856.52062,23.2,79.9,83.06542290581596,82.90003458658855
1621024866.6016185,23.2,79.9,82.76110331217448,82.90003458658855
1621024876.9194055,23.2,79.9,82.88724263509114,82.90003458658855
1621024887.0965438,23.2,79.9,82.96801249186198,82.90003458658855
1621024897.17787,23.2,79.9,82.80913458930121,82.90003458658855
1621024907.3562412,23.2,79.9,82.75240580240886,72.7000003390842
1621024917.4371274,23.2,79.9,82.76800367567274,72.7000003390842
1621024927.7547493,23.2,79.9,82.9598151312934,72.7000003390842
