TIME,IR_TEMP,K_TEMP,RAMP_TEMP,RAMP_SETPOINT
1620180610.9948545,23.1,58.5,59.94320339626736,60.000033908420136
1620180621.1653306,23.1,58.5,60.05732218424479,60.000033908420136
1620180631.5741951,23.3,58.5,60.05668640136719,60.000033908420136
1620180641.8432508,23.1,58.5,60.039215087890625,60.000033908420136
1620180652.013501,23.2,58.4,60.12807210286458,60.000033908420136
1620180662.2831922,23.2,58.5,59.79447258843316,60.000033908420136
1620180672.4536538,23.1,58.4,59.89445156521267,60.000033908420136
1620180682.8630152,23.3,58.5,60.06591796875,60.000033908420136
1620180693.1322153,23.3,58.5,59.8285166422526,60.000033908420136
1620180703.3033202,23.3,58.4,60.13892279730903,60.000033908420136
1620180713.5732753,23.3,58.4,59.97016906738281,60.000033908420136
1620180723.743908,23.2,58.5,59.91600884331597,60.000033908420136
1620180734.1536515,23.3,58.5,59.90186903211806,70.0
1620180744.4227264,23.3,58.5,60.17635769314236,70.0
1620180754.5931587,23.1,58.5,60.58386908637153,70.0
1620180764.863094,23.2,58.5,61.08333163791232,70.0
1620180775.0336945,23.3,58.5,62.00996398925781,70.0
1620180785.4433346,23.3,58.5,63.14648098415798,70.0
1620180795.7122278,23.1,58.5,64.33126661512587,70.0
1620180805.882644,23.3,58.5,65.35938686794705,70.0
1620180816.153008,23.1,58.5,66.54506259494357,70.0
1620180826.3234787,23.2,58.5,67.33986748589409,70.0
1620180836.7326913,23.1,58.5,68.08692932128906,70.0
1620180847.0017185,23.2,58.5,68.36932712131076,70.0
1620180857.1723602,23.1,58.5,69.10230848524306,70.0
1620180867.3816383,23.1,58.5,69.48920355902777,70.0
1620180877.55267,23.3,58.5,69.85237121582031,70.0
1620180887.822127,23.3,58.5,70.229738023546,70.0
1620180897.9939203,23.2,58.5,70.29666476779514,70.0
1620180908.1650944,23.3,58.5,70.45624627007378,70.0
1620180918.4341476,23.3,58.5,70.82456800672743,70.0
1620180928.6059227,23.0,58.5,70.84938049316406,70.0
1620180938.8747709,23.3,58.5,70.91128031412761,70.0
1620180949.0454054,23.2,58.5,71.10973782009549,70.0
1620180959.2177782,23.3,58.5,71.31991916232639,70.0
1620180969.4863431,23.1,58.5,71.39607747395833,70.0
1620180979.656891,23.3,58.5,71.47594875759549,70.0
1620180989.9275725,23.3,58.5,71.46075778537326,70.0
1620181000.0983412,23.3,58.5,71.44352383083768,70.0
1620181010.5078924,23.2,58.5,71.58584594726562,70.0
1620181020.7769692,23.3,58.5,71.58223470052083,70.0
1620181030.9476092,23.2,58.5,71.37559678819444,70.0
1620181041.217341,23.2,58.5,71.57469007703993,70.0
1620181051.3884466,23.3,58.5,71.53055826822917,70.0
1620181061.7993944,23.1,58.5,71.27838982476128,70.0
1620181072.0676308,23.2,58.5,71.5535651312934,70.0
1620181082.23857,23.2,58.5,71.2060546875,70.0
1620181092.5081666,23.1,58.6,71.23275756835938,70.0
1620181102.679539,23.3,58.5,71.20859781901042,70.0
1620181113.0887823,23.2,58.5,71.46593729654948,70.0
1620181123.3579981,23.3,58.6,71.38498094346788,70.0
1620181133.5290747,23.3,58.6,71.36004130045573,70.0
1620181143.7993336,23.3,58.6,71.15577697753906,70.0
1620181153.970041,23.1,58.6,71.38737148708768,70.0
1620181164.379636,23.3,58.6,71.0996585422092,70.0
1620181174.6485252,23.3,58.6,71.09480963812933,70.0
1620181184.819252,23.2,58.6,71.23541090223524,70.0
1620181195.089973,23.3,58.6,71.04042053222656,70.0
1620181205.2604315,23.3,58.6,71.26028272840712,70.0
1620181215.669671,23.3,58.7,70.95720079210069,70.0
1620181225.9390578,23.3,58.7,71.16531372070312,70.0
1620181236.109635,23.2,58.7,71.08588324652777,70.0
1620181246.3801906,23.4,58.7,70.81498040093315,70.0
1620181256.5507534,23.2,58.7,70.77587551540799,70.0
